"zip","County","Year","New","Renewed","Insured-Initiated Nonrenewed","Insurer-Initiated Nonrenewed","percent_insurer_nonrenewed","pct_major_fire_risk","pct_severe_fire_risk"
93309,"Kern",2020,1770,11403,1417,275,"1.85",0,0
93309,"Kern",2021,1901,11211,1515,475,"3.15",0,0
95202,"San Joaquin",2015,96,340,58,36,"6.79",0,0
95202,"San Joaquin",2016,95,343,59,34,"6.4",0,0
95202,"San Joaquin",2017,105,337,63,37,"6.83",0,0
95202,"San Joaquin",2018,98,344,55,29,"5.51",0,0
95202,"San Joaquin",2019,82,373,61,25,"4.62",0,0
95202,"San Joaquin",2020,95,398,60,22,"3.83",0,0
95202,"San Joaquin",2021,74,402,60,22,"3.94",0,0
92505,"Riverside",2015,1133,7922,857,229,"2.26",76.3,73.2
92505,"Riverside",2016,1263,7929,848,269,"2.61",76.3,73.2
92505,"Riverside",2017,1233,8000,852,250,"2.42",76.3,73.2
92505,"Riverside",2018,1178,8052,885,243,"2.35",76.3,73.2
92505,"Riverside",2019,1296,8021,872,409,"3.86",76.3,73.2
92505,"Riverside",2020,1146,8149,850,221,"2.13",76.3,73.2
92505,"Riverside",2021,1311,8034,980,354,"3.31",76.3,73.2
94565,"Contra Costa",2015,2587,18837,1808,441,"1.86",7.8,7
94565,"Contra Costa",2016,2662,19123,1981,415,"1.72",7.8,7
94565,"Contra Costa",2017,2698,19427,1994,360,"1.47",7.8,7
94565,"Contra Costa",2018,2525,19585,1913,349,"1.43",7.8,7
94565,"Contra Costa",2019,2579,19801,2013,476,"1.91",7.8,7
94565,"Contra Costa",2020,2593,19829,2024,309,"1.25",7.8,7
94565,"Contra Costa",2021,2834,19817,2271,399,"1.58",7.8,7
93437,"Santa Barbara",2015,0,1,0,0,"0",13.6,0
93437,"Santa Barbara",2016,1,0,0,0,"0",13.6,0
93437,"Santa Barbara",2017,0,0,0,0,"0",13.6,0
93437,"Santa Barbara",2018,0,0,0,0,"0",13.6,0
93437,"Santa Barbara",2019,0,0,0,0,"0",13.6,0
93437,"Santa Barbara",2020,0,1,0,0,"0",13.6,0
93437,"Santa Barbara",2021,0,1,0,0,"0",13.6,0
92029,"San Diego",2015,595,5132,440,107,"1.71",82.4,5.3
92029,"San Diego",2016,703,5147,498,108,"1.67",82.4,5.3
92029,"San Diego",2017,816,5169,516,103,"1.56",82.4,5.3
92029,"San Diego",2018,789,5411,472,138,"2.03",82.4,5.3
92029,"San Diego",2019,1167,5384,582,401,"5.32",82.4,5.3
92029,"San Diego",2020,1006,5633,692,220,"2.91",82.4,5.3
92029,"San Diego",2021,995,5604,689,329,"4.32",82.4,5.3
95412,"Sonoma",2015,4,83,7,2,"2.08",40.2,0
95412,"Sonoma",2016,5,79,3,1,"1.14",40.2,0
95412,"Sonoma",2017,3,81,3,0,"0",40.2,0
95412,"Sonoma",2018,3,81,2,1,"1.15",40.2,0
95412,"Sonoma",2019,9,77,3,3,"3.26",40.2,0
95412,"Sonoma",2020,61,235,51,9,"2.53",40.2,0
95412,"Sonoma",2021,17,243,51,10,"3.12",40.2,0
93440,"Santa Barbara",2015,62,443,34,18,"3.23",93.5,13.9
93440,"Santa Barbara",2016,52,461,51,9,"1.57",93.5,13.9
93440,"Santa Barbara",2017,59,443,49,8,"1.43",93.5,13.9
93440,"Santa Barbara",2018,46,443,26,12,"2.28",93.5,13.9
93440,"Santa Barbara",2019,72,438,43,15,"2.64",93.5,13.9
93440,"Santa Barbara",2020,64,444,48,13,"2.28",93.5,13.9
93440,"Santa Barbara",2021,75,436,39,27,"4.68",93.5,13.9
95330,"San Joaquin",2015,1075,4851,659,137,"2.04",0,0
95330,"San Joaquin",2016,1096,5143,735,125,"1.76",0,0
95330,"San Joaquin",2017,1114,5348,768,171,"2.31",0,0
95330,"San Joaquin",2018,1283,5460,845,146,"1.89",0,0
95330,"San Joaquin",2019,1271,5792,820,108,"1.35",0,0
95330,"San Joaquin",2020,1460,6133,858,127,"1.48",0,0
95330,"San Joaquin",2021,1719,6575,968,154,"1.64",0,0
92507,"Riverside",2015,1123,6757,752,206,"2.33",72.8,69.3
92507,"Riverside",2016,1261,6958,826,215,"2.32",72.8,69.3
92507,"Riverside",2017,1163,7172,828,236,"2.51",72.8,69.3
92507,"Riverside",2018,1279,7297,857,218,"2.26",72.8,69.3
92507,"Riverside",2019,1381,7410,820,360,"3.61",72.8,69.3
92507,"Riverside",2020,1290,7680,864,242,"2.4",72.8,69.3
92507,"Riverside",2021,1568,7738,959,393,"3.69",72.8,69.3
96062,"Shasta",2015,41,327,30,10,"2.45",97.6,73.3
96062,"Shasta",2016,30,333,16,11,"2.82",97.6,73.3
96062,"Shasta",2017,37,325,27,9,"2.26",97.6,73.3
96062,"Shasta",2018,34,339,28,6,"1.47",97.6,73.3
96062,"Shasta",2019,71,323,35,20,"4.45",97.6,73.3
96062,"Shasta",2020,54,345,37,13,"2.9",97.6,73.3
96062,"Shasta",2021,39,340,30,12,"2.85",97.6,73.3
95324,"Merced",2015,169,1468,150,37,"2.03",0,0
95324,"Merced",2016,163,1465,130,31,"1.73",0,0
95324,"Merced",2017,179,1456,140,38,"2.1",0,0
95324,"Merced",2018,216,1478,130,33,"1.78",0,0
95324,"Merced",2019,221,1504,155,36,"1.88",0,0
95324,"Merced",2020,200,1536,150,24,"1.26",0,0
95324,"Merced",2021,185,1577,129,25,"1.3",0,0
92328,"Inyo",2015,1,7,0,1,"11.11",2,0
92328,"Inyo",2016,0,4,1,0,"0",2,0
92328,"Inyo",2017,2,4,1,0,"0",2,0
92328,"Inyo",2018,0,3,0,1,"25",2,0
92328,"Inyo",2019,0,3,7,3,"23.08",2,0
92328,"Inyo",2020,0,10,2,0,"0",2,0
92328,"Inyo",2021,0,9,0,0,"0",2,0
92675,"Orange",2015,1025,7280,758,176,"1.9",6.3,0
92675,"Orange",2016,1074,7393,829,187,"1.97",6.3,0
92675,"Orange",2017,1081,7421,815,165,"1.74",6.3,0
92675,"Orange",2018,1197,7457,862,173,"1.79",6.3,0
92675,"Orange",2019,1261,7453,799,281,"2.87",6.3,0
92675,"Orange",2020,1232,7595,896,203,"2.05",6.3,0
92675,"Orange",2021,1242,7698,1003,228,"2.24",6.3,0
96055,"Tehama",2015,125,900,89,42,"3.63",64,15.2
96055,"Tehama",2016,114,903,66,50,"4.41",64,15.2
96055,"Tehama",2017,125,895,101,32,"2.78",64,15.2
96055,"Tehama",2018,138,956,83,34,"2.81",64,15.2
96055,"Tehama",2019,188,938,159,48,"3.6",64,15.2
96055,"Tehama",2020,163,956,118,51,"3.96",64,15.2
96055,"Tehama",2021,171,954,135,32,"2.48",64,15.2
91204,"Los Angeles",2015,111,836,74,23,"2.2",90.9,67.1
91204,"Los Angeles",2016,105,856,67,21,"2",90.9,67.1
91204,"Los Angeles",2017,88,878,70,10,"0.96",90.9,67.1
91204,"Los Angeles",2018,78,885,58,22,"2.11",90.9,67.1
91204,"Los Angeles",2019,86,877,64,14,"1.34",90.9,67.1
91204,"Los Angeles",2020,89,877,72,8,"0.76",90.9,67.1
91204,"Los Angeles",2021,109,863,89,25,"2.3",90.9,67.1
90712,"Los Angeles",2015,901,8848,732,124,"1.17",0,0
90712,"Los Angeles",2016,841,8905,695,120,"1.14",0,0
90712,"Los Angeles",2017,880,8895,732,113,"1.06",0,0
90712,"Los Angeles",2018,892,8866,735,109,"1.03",0,0
90712,"Los Angeles",2019,869,8902,726,136,"1.28",0,0
90712,"Los Angeles",2020,809,8899,693,76,"0.73",0,0
90712,"Los Angeles",2021,891,8875,794,118,"1.11",0,0
93535,"Los Angeles",2015,2697,14651,1916,603,"3.04",33.5,26.1
93535,"Los Angeles",2016,2710,14865,1957,583,"2.9",33.5,26.1
93535,"Los Angeles",2017,2818,14789,2014,547,"2.71",33.5,26.1
93535,"Los Angeles",2018,2601,15073,1989,507,"2.51",33.5,26.1
93535,"Los Angeles",2019,2933,15193,2136,560,"2.69",33.5,26.1
93535,"Los Angeles",2020,2698,15429,2046,419,"2.03",33.5,26.1
93535,"Los Angeles",2021,2865,15429,2287,632,"2.98",33.5,26.1
95978,"Butte",2015,10,75,6,3,"3.19",100,100
95978,"Butte",2016,7,69,3,3,"3.66",100,100
95978,"Butte",2017,20,83,9,6,"5.08",100,100
95978,"Butte",2018,10,91,5,5,"4.5",100,100
95978,"Butte",2019,20,80,12,21,"15.79",100,100
95978,"Butte",2020,5,62,4,12,"14.46",100,100
95978,"Butte",2021,11,78,9,21,"17.65",100,100
96114,"Lassen",2015,107,956,90,33,"2.78",76.2,43.1
96114,"Lassen",2016,99,976,60,31,"2.66",76.2,43.1
96114,"Lassen",2017,108,950,78,35,"2.99",76.2,43.1
96114,"Lassen",2018,104,951,79,29,"2.49",76.2,43.1
96114,"Lassen",2019,158,944,100,38,"3.06",76.2,43.1
96114,"Lassen",2020,141,956,102,39,"3.15",76.2,43.1
96114,"Lassen",2021,122,993,110,23,"1.84",76.2,43.1
96065,"Shasta",2015,6,185,6,4,"1.99",99.1,98.4
96065,"Shasta",2016,11,172,10,8,"3.98",99.1,98.4
96065,"Shasta",2017,10,159,8,8,"4.32",99.1,98.4
96065,"Shasta",2018,16,150,7,6,"3.35",99.1,98.4
96065,"Shasta",2019,21,150,14,8,"4.15",99.1,98.4
96065,"Shasta",2020,30,167,20,9,"3.98",99.1,98.4
96065,"Shasta",2021,16,156,20,9,"4.48",99.1,98.4
95746,"Placer",2015,943,6925,755,162,"1.84",59.5,4.9
95746,"Placer",2016,973,6963,765,148,"1.67",59.5,4.9
95746,"Placer",2017,956,7082,770,154,"1.72",59.5,4.9
95746,"Placer",2018,1000,6968,769,169,"1.9",59.5,4.9
95746,"Placer",2019,1120,6969,849,219,"2.39",59.5,4.9
95746,"Placer",2020,1256,6871,898,298,"3.2",59.5,4.9
95746,"Placer",2021,1071,6972,803,319,"3.48",59.5,4.9
92341,"San Bernardino",2015,21,701,60,18,"2.25",99.9,93.6
92341,"San Bernardino",2016,34,651,51,6,"0.81",99.9,93.6
92341,"San Bernardino",2017,35,619,54,16,"2.21",99.9,93.6
92341,"San Bernardino",2018,60,581,54,15,"2.11",99.9,93.6
92341,"San Bernardino",2019,224,520,74,69,"7.78",99.9,93.6
92341,"San Bernardino",2020,124,622,97,41,"4.64",99.9,93.6
92341,"San Bernardino",2021,69,589,92,80,"9.64",99.9,93.6
93662,"Fresno",2015,683,5306,508,154,"2.32",43.4,0
93662,"Fresno",2016,643,5369,480,124,"1.87",43.4,0
93662,"Fresno",2017,698,5422,517,145,"2.14",43.4,0
93662,"Fresno",2018,680,5412,568,119,"1.76",43.4,0
93662,"Fresno",2019,694,5428,538,157,"2.3",43.4,0
93662,"Fresno",2020,701,5437,562,124,"1.82",43.4,0
93662,"Fresno",2021,708,5479,546,147,"2.14",43.4,0
90249,"Los Angeles",2015,467,5108,408,75,"1.24",0,0
90249,"Los Angeles",2016,524,5105,383,88,"1.44",0,0
90249,"Los Angeles",2017,527,5123,397,85,"1.39",0,0
90249,"Los Angeles",2018,460,5142,358,93,"1.54",0,0
90249,"Los Angeles",2019,506,5120,396,95,"1.55",0,0
90249,"Los Angeles",2020,507,5146,405,72,"1.17",0,0
90249,"Los Angeles",2021,499,5131,403,91,"1.49",0,0
90503,"Los Angeles",2015,652,7893,518,97,"1.06",0,0
90503,"Los Angeles",2016,634,7875,559,86,"0.94",0,0
90503,"Los Angeles",2017,660,7894,554,74,"0.81",0,0
90503,"Los Angeles",2018,652,7870,588,86,"0.94",0,0
90503,"Los Angeles",2019,648,7902,558,87,"0.95",0,0
90503,"Los Angeles",2020,628,7893,531,77,"0.84",0,0
90503,"Los Angeles",2021,701,7897,581,77,"0.83",0,0
92398,"San Bernardino",2015,41,314,31,12,"3.02",0.1,0
92398,"San Bernardino",2016,38,310,21,15,"3.91",0.1,0
92398,"San Bernardino",2017,46,296,32,6,"1.58",0.1,0
92398,"San Bernardino",2018,38,317,30,10,"2.53",0.1,0
92398,"San Bernardino",2019,60,313,55,25,"5.52",0.1,0
92398,"San Bernardino",2020,38,321,33,15,"3.69",0.1,0
92398,"San Bernardino",2021,48,302,30,23,"5.71",0.1,0
95977,"Nevada",2015,65,486,51,12,"1.95",99.7,93.1
95977,"Nevada",2016,40,492,37,11,"1.9",99.7,93.1
95977,"Nevada",2017,59,472,42,18,"3.05",99.7,93.1
95977,"Nevada",2018,77,459,54,23,"3.75",99.7,93.1
95977,"Nevada",2019,101,445,45,47,"7.37",99.7,93.1
95977,"Nevada",2020,135,426,60,70,"10.13",99.7,93.1
95977,"Nevada",2021,68,451,74,44,"6.91",99.7,93.1
93036,"Ventura",2015,896,5404,490,140,"2.02",0.2,0
93036,"Ventura",2016,943,5699,590,123,"1.67",0.2,0
93036,"Ventura",2017,874,5937,561,117,"1.56",0.2,0
93036,"Ventura",2018,846,6128,590,130,"1.69",0.2,0
93036,"Ventura",2019,797,6301,587,110,"1.41",0.2,0
93036,"Ventura",2020,818,6462,586,124,"1.55",0.2,0
93036,"Ventura",2021,810,6496,649,145,"1.79",0.2,0
92543,"Riverside",2015,1499,6663,961,368,"3.88",61.9,58.3
92543,"Riverside",2016,1476,6757,1054,372,"3.85",61.9,58.3
92543,"Riverside",2017,1352,6708,930,319,"3.43",61.9,58.3
92543,"Riverside",2018,1399,6976,1009,283,"2.93",61.9,58.3
92543,"Riverside",2019,1740,6771,1013,505,"5.04",61.9,58.3
92543,"Riverside",2020,1584,7043,1166,299,"2.96",61.9,58.3
92543,"Riverside",2021,1649,7106,1179,425,"4.1",61.9,58.3
91320,"Ventura",2015,1327,11629,1076,196,"1.38",99.7,99.1
91320,"Ventura",2016,1331,11687,1081,196,"1.37",99.7,99.1
91320,"Ventura",2017,1419,11711,1157,163,"1.13",99.7,99.1
91320,"Ventura",2018,1373,11663,1071,215,"1.5",99.7,99.1
91320,"Ventura",2019,1488,11644,1170,275,"1.89",99.7,99.1
91320,"Ventura",2020,1426,11745,1214,216,"1.48",99.7,99.1
91320,"Ventura",2021,1612,11434,1261,433,"2.94",99.7,99.1
90040,"Los Angeles",2015,211,1781,141,47,"2.16",0,0
90040,"Los Angeles",2016,172,1809,123,32,"1.5",0,0
90040,"Los Angeles",2017,177,1818,109,42,"1.96",0,0
90040,"Los Angeles",2018,178,1836,123,42,"1.93",0,0
90040,"Los Angeles",2019,219,1862,135,60,"2.64",0,0
90040,"Los Angeles",2020,197,1874,136,39,"1.74",0,0
90040,"Los Angeles",2021,219,1867,140,69,"3.01",0,0
90631,"Orange",2015,1422,12537,1105,226,"1.48",29.4,24.5
90631,"Orange",2016,1439,12549,1154,232,"1.51",29.4,24.5
90631,"Orange",2017,1388,12613,1065,259,"1.69",29.4,24.5
90631,"Orange",2018,1394,12611,1127,247,"1.61",29.4,24.5
90631,"Orange",2019,1454,12604,1115,296,"1.91",29.4,24.5
90631,"Orange",2020,1520,12528,1184,301,"1.94",29.4,24.5
90631,"Orange",2021,1623,12360,1267,487,"3.09",29.4,24.5
93451,"San Luis Obispo",2015,146,929,84,34,"2.85",94.9,88.3
93451,"San Luis Obispo",2016,132,973,78,24,"1.99",94.9,88.3
93451,"San Luis Obispo",2017,135,985,101,15,"1.21",94.9,88.3
93451,"San Luis Obispo",2018,167,1006,113,36,"2.72",94.9,88.3
93451,"San Luis Obispo",2019,166,1035,108,24,"1.8",94.9,88.3
93451,"San Luis Obispo",2020,195,1093,117,27,"1.89",94.9,88.3
93451,"San Luis Obispo",2021,181,1123,120,36,"2.47",94.9,88.3
95138,"Santa Clara",2015,609,4197,459,99,"1.85",86.7,64
95138,"Santa Clara",2016,599,4236,508,81,"1.49",86.7,64
95138,"Santa Clara",2017,555,4278,478,78,"1.45",86.7,64
95138,"Santa Clara",2018,588,4220,483,90,"1.67",86.7,64
95138,"Santa Clara",2019,574,4282,496,72,"1.33",86.7,64
95138,"Santa Clara",2020,588,4250,483,69,"1.28",86.7,64
95138,"Santa Clara",2021,614,4265,529,101,"1.83",86.7,64
91006,"Los Angeles",2015,1021,7879,854,150,"1.51",38.3,32.4
91006,"Los Angeles",2016,1050,7877,827,166,"1.67",38.3,32.4
91006,"Los Angeles",2017,1009,7900,798,152,"1.54",38.3,32.4
91006,"Los Angeles",2018,950,7973,799,130,"1.32",38.3,32.4
91006,"Los Angeles",2019,1046,7947,828,158,"1.58",38.3,32.4
91006,"Los Angeles",2020,896,7980,684,157,"1.62",38.3,32.4
91006,"Los Angeles",2021,959,7988,845,140,"1.41",38.3,32.4
90041,"Los Angeles",2015,558,5339,430,106,"1.65",100,84.9
90041,"Los Angeles",2016,643,5373,439,121,"1.84",100,84.9
90041,"Los Angeles",2017,578,5439,421,112,"1.71",100,84.9
90041,"Los Angeles",2018,520,5474,403,88,"1.36",100,84.9
90041,"Los Angeles",2019,616,5492,454,86,"1.29",100,84.9
90041,"Los Angeles",2020,630,5564,467,87,"1.29",100,84.9
90041,"Los Angeles",2021,668,5524,531,105,"1.54",100,84.9
94509,"Contra Costa",2015,2118,15632,1629,405,"2.05",22.2,5.9
94509,"Contra Costa",2016,2207,15795,1699,358,"1.78",22.2,5.9
94509,"Contra Costa",2017,2086,15852,1714,361,"1.8",22.2,5.9
94509,"Contra Costa",2018,2086,15658,1708,294,"1.49",22.2,5.9
94509,"Contra Costa",2019,1963,15796,1636,250,"1.27",22.2,5.9
94509,"Contra Costa",2020,2049,15717,1673,261,"1.32",22.2,5.9
94509,"Contra Costa",2021,2272,15631,1911,342,"1.7",22.2,5.9
95662,"Sacramento",2015,1232,9492,980,219,"1.84",0,0
95662,"Sacramento",2016,1256,9577,1037,203,"1.68",0,0
95662,"Sacramento",2017,1293,9626,1057,196,"1.61",0,0
95662,"Sacramento",2018,1268,9562,1032,197,"1.63",0,0
95662,"Sacramento",2019,1286,9637,1054,184,"1.51",0,0
95662,"Sacramento",2020,1313,9632,1100,164,"1.34",0,0
95662,"Sacramento",2021,1282,9671,1105,218,"1.78",0,0
95703,"Placer",2015,62,605,42,23,"3.14",90.8,37.8
95703,"Placer",2016,47,603,40,18,"2.54",90.8,37.8
95703,"Placer",2017,38,590,47,14,"2.03",90.8,37.8
95703,"Placer",2018,73,566,43,29,"4.08",90.8,37.8
95703,"Placer",2019,208,479,74,109,"12.53",90.8,37.8
95703,"Placer",2020,153,518,90,69,"8.31",90.8,37.8
95703,"Placer",2021,115,530,66,70,"8.96",90.8,37.8
95714,"Placer",2015,23,183,15,9,"3.91",98.6,98.2
95714,"Placer",2016,16,188,11,12,"5.29",98.6,98.2
95714,"Placer",2017,17,175,23,10,"4.44",98.6,98.2
95714,"Placer",2018,12,164,11,7,"3.61",98.6,98.2
95714,"Placer",2019,53,131,18,25,"11.01",98.6,98.2
95714,"Placer",2020,36,156,13,12,"5.53",98.6,98.2
95714,"Placer",2021,23,159,17,14,"6.57",98.6,98.2
95722,"Placer",2015,133,1638,94,71,"3.67",52.6,15.1
95722,"Placer",2016,148,1620,104,32,"1.68",52.6,15.1
95722,"Placer",2017,160,1628,114,38,"1.96",52.6,15.1
95722,"Placer",2018,204,1508,130,112,"5.73",52.6,15.1
95722,"Placer",2019,565,1233,169,287,"12.73",52.6,15.1
95722,"Placer",2020,498,1414,202,209,"9",52.6,15.1
95722,"Placer",2021,396,1470,197,225,"9.83",52.6,15.1
93611,"Fresno",2015,1598,13182,1354,192,"1.18",60.3,0
93611,"Fresno",2016,1580,13325,1404,200,"1.21",60.3,0
93611,"Fresno",2017,1750,13221,1467,208,"1.25",60.3,0
93611,"Fresno",2018,1673,12901,1511,160,"0.98",60.3,0
93611,"Fresno",2019,1604,12994,1407,142,"0.88",60.3,0
93611,"Fresno",2020,1694,13062,1396,147,"0.9",60.3,0
93611,"Fresno",2021,1624,13123,1419,179,"1.1",60.3,0
93615,"Tulare",2015,83,706,58,21,"2.42",26.9,0
93615,"Tulare",2016,77,718,47,24,"2.77",26.9,0
93615,"Tulare",2017,73,711,50,33,"3.81",26.9,0
93615,"Tulare",2018,99,707,65,22,"2.46",26.9,0
93615,"Tulare",2019,80,730,53,19,"2.15",26.9,0
93615,"Tulare",2020,78,738,52,35,"3.88",26.9,0
93615,"Tulare",2021,100,727,71,21,"2.29",26.9,0
93618,"Tulare",2015,609,4883,399,146,"2.42",6.5,0
93618,"Tulare",2016,582,5018,388,141,"2.3",6.5,0
93618,"Tulare",2017,655,4988,464,153,"2.44",6.5,0
93618,"Tulare",2018,666,5024,451,163,"2.59",6.5,0
93618,"Tulare",2019,775,5128,435,174,"2.67",6.5,0
93618,"Tulare",2020,755,5275,490,164,"2.45",6.5,0
93618,"Tulare",2021,747,5396,465,198,"2.91",6.5,0
95653,"Yolo",2015,10,113,12,2,"1.46",0,0
95653,"Yolo",2016,21,106,11,4,"2.82",0,0
95653,"Yolo",2017,8,118,6,1,"0.75",0,0
95653,"Yolo",2018,10,113,8,1,"0.76",0,0
95653,"Yolo",2019,12,113,7,3,"2.22",0,0
95653,"Yolo",2020,12,103,10,2,"1.57",0,0
95653,"Yolo",2021,9,104,11,4,"3.12",0,0
91945,"San Diego",2015,739,5703,506,169,"2.37",10.1,9.7
91945,"San Diego",2016,750,5761,550,145,"2.01",10.1,9.7
91945,"San Diego",2017,692,5808,593,116,"1.61",10.1,9.7
91945,"San Diego",2018,682,5777,533,157,"2.2",10.1,9.7
91945,"San Diego",2019,723,5816,570,145,"2",10.1,9.7
91945,"San Diego",2020,782,5809,604,137,"1.87",10.1,9.7
91945,"San Diego",2021,830,5754,696,161,"2.16",10.1,9.7
95747,"Placer",2015,3141,18207,2278,273,"1.14",47.1,0
95747,"Placer",2016,3354,18984,2473,272,"1.08",47.1,0
95747,"Placer",2017,3635,19679,2540,241,"0.92",47.1,0
95747,"Placer",2018,3884,20273,2723,247,"0.91",47.1,0
95747,"Placer",2019,3963,21391,2795,204,"0.72",47.1,0
95747,"Placer",2020,4389,22561,3127,280,"0.92",47.1,0
95747,"Placer",2021,4443,23323,3140,494,"1.57",47.1,0
95776,"Yolo",2015,715,4834,470,107,"1.75",0,0
95776,"Yolo",2016,869,4988,564,110,"1.68",0,0
95776,"Yolo",2017,838,5187,589,79,"1.18",0,0
95776,"Yolo",2018,719,5360,608,86,"1.27",0,0
95776,"Yolo",2019,948,5479,579,69,"0.98",0,0
95776,"Yolo",2020,1010,5664,632,75,"1.02",0,0
95776,"Yolo",2021,1276,6091,719,114,"1.39",0,0
95735,"El Dorado",2015,25,302,21,6,"1.69",6.6,0
95735,"El Dorado",2016,23,305,24,7,"1.95",6.6,0
95735,"El Dorado",2017,15,299,14,6,"1.8",6.6,0
95735,"El Dorado",2018,20,302,13,6,"1.76",6.6,0
95735,"El Dorado",2019,73,271,22,31,"7.81",6.6,0
95735,"El Dorado",2020,49,318,34,16,"3.84",6.6,0
95735,"El Dorado",2021,37,319,40,31,"7.26",6.6,0
95815,"Sacramento",2015,881,4290,579,239,"3.99",0,0
95815,"Sacramento",2016,844,4389,543,248,"4.12",0,0
95815,"Sacramento",2017,993,4379,655,249,"3.97",0,0
95815,"Sacramento",2018,978,4434,692,240,"3.78",0,0
95815,"Sacramento",2019,885,4559,630,212,"3.37",0,0
95815,"Sacramento",2020,837,4586,613,159,"2.57",0,0
95815,"Sacramento",2021,950,4624,697,200,"3.09",0,0
95817,"Sacramento",2015,651,3562,444,143,"2.98",0,0
95817,"Sacramento",2016,663,3690,498,114,"2.3",0,0
95817,"Sacramento",2017,657,3715,489,132,"2.64",0,0
95817,"Sacramento",2018,626,3779,476,96,"1.93",0,0
95817,"Sacramento",2019,559,3868,430,91,"1.84",0,0
95817,"Sacramento",2020,647,3877,482,97,"1.9",0,0
95817,"Sacramento",2021,594,3918,484,111,"2.17",0,0
95818,"Sacramento",2015,804,6086,597,175,"2.28",0,0
95818,"Sacramento",2016,792,6176,574,165,"2.14",0,0
95818,"Sacramento",2017,744,6273,579,143,"1.85",0,0
95818,"Sacramento",2018,745,6282,581,98,"1.27",0,0
95818,"Sacramento",2019,754,6348,614,78,"1",0,0
95818,"Sacramento",2020,810,6362,634,98,"1.24",0,0
95818,"Sacramento",2021,805,6386,666,138,"1.73",0,0
95819,"Sacramento",2015,804,6323,642,146,"1.84",0,0
95819,"Sacramento",2016,770,6373,612,123,"1.56",0,0
95819,"Sacramento",2017,709,6435,550,123,"1.57",0,0
95819,"Sacramento",2018,682,6451,541,106,"1.36",0,0
95819,"Sacramento",2019,657,6451,568,69,"0.89",0,0
95819,"Sacramento",2020,785,6470,613,87,"1.09",0,0
95819,"Sacramento",2021,830,6489,689,127,"1.56",0,0
95820,"Sacramento",2015,1575,9285,1086,368,"2.99",0,0
95820,"Sacramento",2016,1610,9428,1218,361,"2.86",0,0
95820,"Sacramento",2017,1628,9528,1191,385,"3.02",0,0
95820,"Sacramento",2018,1645,9529,1219,302,"2.38",0,0
95820,"Sacramento",2019,1529,9722,1111,284,"2.25",0,0
95820,"Sacramento",2020,1469,9761,1088,240,"1.91",0,0
95820,"Sacramento",2021,1587,9745,1269,326,"2.52",0,0
95821,"Sacramento",2015,968,7269,765,151,"1.65",0,0
95821,"Sacramento",2016,1017,7298,789,182,"1.96",0,0
95821,"Sacramento",2017,1061,7300,867,174,"1.85",0,0
95821,"Sacramento",2018,964,7289,811,143,"1.55",0,0
95821,"Sacramento",2019,996,7344,812,110,"1.19",0,0
95821,"Sacramento",2020,1042,7376,887,129,"1.37",0,0
95821,"Sacramento",2021,1017,7345,911,175,"1.85",0,0
93624,"Fresno",2015,1,8,2,0,"0",0,0
93624,"Fresno",2016,1,7,1,1,"10",0,0
93624,"Fresno",2017,1,5,1,1,"12.5",0,0
93624,"Fresno",2018,0,5,0,1,"16.67",0,0
93624,"Fresno",2019,2,3,17,2,"8.33",0,0
93624,"Fresno",2020,4,4,2,0,"0",0,0
93624,"Fresno",2021,0,5,3,0,"0",0,0
95659,"Sutter",2015,9,121,9,3,"2.11",0,0
95659,"Sutter",2016,10,119,7,5,"3.55",0,0
95659,"Sutter",2017,18,120,10,4,"2.63",0,0
95659,"Sutter",2018,16,123,8,4,"2.65",0,0
95659,"Sutter",2019,19,123,10,4,"2.56",0,0
95659,"Sutter",2020,22,126,17,6,"3.51",0,0
95659,"Sutter",2021,15,132,7,1,"0.65",0,0
93427,"Santa Barbara",2015,196,1409,138,26,"1.47",94.4,80.5
93427,"Santa Barbara",2016,147,1450,132,32,"1.82",94.4,80.5
93427,"Santa Barbara",2017,156,1434,126,25,"1.44",94.4,80.5
93427,"Santa Barbara",2018,136,1443,85,25,"1.48",94.4,80.5
93427,"Santa Barbara",2019,159,1450,122,26,"1.48",94.4,80.5
93427,"Santa Barbara",2020,189,1444,132,26,"1.45",94.4,80.5
93427,"Santa Barbara",2021,196,1465,154,42,"2.26",94.4,80.5
93428,"San Luis Obispo",2015,324,3231,251,64,"1.65",28.4,0.1
93428,"San Luis Obispo",2016,346,3235,292,77,"1.95",28.4,0.1
93428,"San Luis Obispo",2017,342,3238,269,56,"1.43",28.4,0.1
93428,"San Luis Obispo",2018,381,3223,288,58,"1.47",28.4,0.1
93428,"San Luis Obispo",2019,401,3189,259,112,"2.83",28.4,0.1
93428,"San Luis Obispo",2020,436,3226,293,126,"3.09",28.4,0.1
93428,"San Luis Obispo",2021,393,3227,316,104,"2.57",28.4,0.1
91786,"San Bernardino",2015,1050,8471,820,181,"1.72",6.9,5.6
91786,"San Bernardino",2016,1047,8508,848,206,"1.94",6.9,5.6
91786,"San Bernardino",2017,1128,8448,844,218,"2.05",6.9,5.6
91786,"San Bernardino",2018,1168,8567,805,190,"1.77",6.9,5.6
91786,"San Bernardino",2019,1165,8676,854,177,"1.63",6.9,5.6
91786,"San Bernardino",2020,1096,8808,843,116,"1.07",6.9,5.6
91786,"San Bernardino",2021,1221,8745,1001,200,"1.79",6.9,5.6
